pokemonID,moveName,type,power,accuracy
2,mud-slap,ground,20,100
2,outrage,dragon,120,100
2,giga-drain,grass,75,100
2,endure,normal,0,0
2,charm,fairy,0,100
2,false-swipe,normal,40,100
2,swagger,normal,0,85
2,fury-cutter,bug,40,95
2,attract,normal,0,100
2,sleep-talk,normal,0,0
2,return,normal,0,100
2,frustration,normal,0,100
2,safeguard,normal,0,0
2,sweet-scent,normal,0,100
2,synthesis,grass,0,0
2,hidden-power,normal,60,100
2,sunny-day,fire,0,0
2,rock-smash,fighting,40,100
2,facade,normal,70,100
2,nature-power,normal,0,0
2,helping-hand,normal,0,0
2,ingrain,grass,0,0
2,knock-off,dark,65,100
2,secret-power,normal,70,100
2,weather-ball,normal,50,100
2,bullet-seed,grass,25,100
2,magical-leaf,grass,60,0
2,natural-gift,normal,0,100
2,worry-seed,grass,0,100
2,seed-bomb,grass,80,100
2,energy-ball,grass,90,100
2,leaf-storm,grass,130,90
2,power-whip,grass,120,85
2,captivate,normal,0,100
2,grass-knot,grass,0,100
2,venoshock,poison,65,100
2,acid-spray,poison,40,100
2,round,normal,60,100
2,echoed-voice,normal,40,100
2,grass-pledge,grass,80,100
2,work-up,normal,0,0
2,grassy-terrain,grass,0,0
2,confide,normal,0,0
2,grassy-glide,grass,55,100
2,tera-blast,normal,80,100
2,trailblaze,grass,50,100
3,swords-dance,normal,0,0
3,cut,normal,50,95
3,bind,normal,15,85
3,vine-whip,grass,45,100
3,headbutt,normal,70,100
3,tackle,normal,40,100
3,body-slam,normal,85,100
3,take-down,normal,90,85
3,double-edge,normal,120,100
3,growl,normal,0,100
3,roar,normal,0,0
3,hyper-beam,normal,150,90
3,strength,normal,80,100
3,mega-drain,grass,40,100
3,leech-seed,grass,0,90
3,growth,normal,0,0
3,razor-leaf,grass,55,95
3,solar-beam,grass,120,100
3,poison-powder,poison,0,75
3,sleep-powder,grass,0,75
3,petal-dance,grass,120,100
3,string-shot,bug,0,95
3,earthquake,ground,100,100
3,toxic,poison,0,90
3,rage,normal,20,100
3,mimic,normal,0,0
3,double-team,normal,0,0
3,defense-curl,normal,0,0
3,light-screen,psychic,0,0
3,reflect,psychic,0,0
3,bide,normal,0,0
3,amnesia,psychic,0,0
3,flash,normal,0,100
3,rest,psychic,0,0
3,substitute,normal,0,0
3,snore,normal,50,100
3,curse,ghost,0,0
3,protect,normal,0,0
3,scary-face,normal,0,100
3,sludge-bomb,poison,90,100
3,mud-slap,ground,20,100
3,outrage,dragon,120,100
3,giga-drain,grass,75,100
3,endure,normal,0,0
3,charm,fairy,0,100
3,false-swipe,normal,40,100
3,swagger,normal,0,85
3,fury-cutter,bug,40,95
3,attract,normal,0,100
3,sleep-talk,normal,0,0
3,return,normal,0,100
3,frustration,normal,0,100
3,safeguard,normal,0,0
3,sweet-scent,normal,0,100
3,synthesis,grass,0,0
3,hidden-power,normal,60,100
3,sunny-day,fire,0,0
3,rock-smash,fighting,40,100
3,facade,normal,70,100
3,nature-power,normal,0,0
3,helping-hand,normal,0,0
3,ingrain,grass,0,0
3,knock-off,dark,65,100
3,secret-power,normal,70,100
3,weather-ball,normal,50,100
3,bullet-seed,grass,25,100
3,block,normal,0,0
3,frenzy-plant,grass,150,90
3,magical-leaf,grass,60,0
3,natural-gift,normal,0,100
3,worry-seed,grass,0,100
3,poison-jab,poison,80,100
3,seed-bomb,grass,80,100
3,energy-ball,grass,90,100
3,earth-power,ground,90,100
3,giga-impact,normal,150,90
3,rock-climb,normal,90,85
3,leaf-storm,grass,130,90
3,power-whip,grass,120,85
3,captivate,normal,0,100
3,grass-knot,grass,0,100
3,venoshock,poison,65,100
3,acid-spray,poison,40,100
3,round,normal,60,100
3,echoed-voice,normal,40,100
3,grass-pledge,grass,80,100
3,bulldoze,ground,60,100
3,work-up,normal,0,0
3,petal-blizzard,grass,90,100
3,grassy-terrain,grass,0,0
3,confide,normal,0,0
3,stomping-tantrum,ground,75,100
3,grassy-glide,grass,55,100
3,terrain-pulse,normal,50,100
3,tera-blast,normal,80,100
3,trailblaze,grass,50,100
4,mega-punch,normal,80,85
4,fire-punch,fire,75,100
4,thunder-punch,electric,75,100
4,scratch,normal,40,100
4,swords-dance,normal,0,0
4,cut,normal,50,95
4,wing-attack,flying,60,100
4,mega-kick,normal,120,75
4,headbutt,normal,70,100
4,body-slam,normal,85,100
4,take-down,normal,90,85
4,double-edge,normal,120,100
4,leer,normal,0,100
4,bite,dark,60,100
4,growl,normal,0,100
4,roar,normal,0,0
4,ember,fire,40,100
4,flamethrower,fire,90,100
4,submission,fighting,80,80
4,counter,fighting,0,100
4,seismic-toss,fighting,0,100
4,strength,normal,80,100
4,dragon-rage,dragon,0,100
4,fire-spin,fire,35,85
4,dig,ground,80,100
4,toxic,poison,0,90
4,rage,normal,20,100
4,mimic,normal,0,0
4,double-team,normal,0,0
4,smokescreen,normal,0,100
4,defense-curl,normal,0,0
4,reflect,psychic,0,0
4,bide,normal,0,0
4,fire-blast,fire,110,85
4,swift,normal,60,0
4,skull-bash,normal,130,100
4,fury-swipes,normal,18,80
4,rest,psychic,0,0
4,rock-slide,rock,75,90
4,slash,normal,70,100
4,substitute,normal,0,0
4,snore,normal,50,100
4,curse,ghost,0,0
4,protect,normal,0,0
4,scary-face,normal,0,100
4,belly-drum,normal,0,0
4,mud-slap,ground,20,100
4,outrage,dragon,120,100
4,endure,normal,0,0
4,false-swipe,normal,40,100
4,swagger,normal,0,85
4,fury-cutter,bug,40,95
4,attract,normal,0,100
4,sleep-talk,normal,0,0
4,return,normal,0,100
4,frustration,normal,0,100
4,dynamic-punch,fighting,100,50
4,dragon-breath,dragon,60,100
4,iron-tail,steel,100,75
4,metal-claw,steel,50,95
4,hidden-power,normal,60,100
4,sunny-day,fire,0,0
4,crunch,dark,80,100
4,ancient-power,rock,60,100
4,rock-smash,fighting,40,100
4,beat-up,dark,0,100
4,heat-wave,fire,95,90
4,will-o-wisp,fire,0,85
4,facade,normal,70,100
4,focus-punch,fighting,150,100
4,helping-hand,normal,0,0
4,brick-break,fighting,75,100
4,secret-power,normal,70,100
4,weather-ball,normal,50,100
4,air-cutter,flying,60,95
4,overheat,fire,130,90
4,rock-tomb,rock,60,95
4,aerial-ace,flying,60,0
4,dragon-claw,dragon,80,100
4,dragon-dance,dragon,0,0
4,natural-gift,normal,0,100
4,fling,dark,0,100
4,flare-blitz,fire,120,100
4,dragon-pulse,dragon,85,100
4,dragon-rush,dragon,100,75
4,focus-blast,fighting,120,70
4,shadow-claw,ghost,70,100
4,fire-fang,fire,65,95
4,captivate,normal,0,100
4,hone-claws,dark,0,0
4,flame-burst,fire,70,100
4,flame-charge,fire,50,100
4,round,normal,60,100
4,echoed-voice,normal,40,100
4,incinerate,fire,60,100
4,acrobatics,flying,55,100
4,inferno,fire,100,50
4,fire-pledge,fire,80,100
4,dragon-tail,dragon,60,90
4,work-up,normal,0,0
4,confide,normal,0,0
4,power-up-punch,fighting,40,100
4,breaking-swipe,dragon,60,100
4,tera-blast,normal,80,100
4,temper-flare,fire,75,100
5,mega-punch,normal,80,85
5,fire-punch,fire,75,100
5,thunder-punch,electric,75,100
5,scratch,normal,40,100
5,swords-dance,normal,0,0
5,cut,normal,50,95
5,mega-kick,normal,120,75
5,headbutt,normal,70,100
5,body-slam,normal,85,100
5,take-down,normal,90,85
5,double-edge,normal,120,100
5,leer,normal,0,100
5,bite,dark,60,100
5,growl,normal,0,100
5,roar,normal,0,0
5,ember,fire,40,100
5,flamethrower,fire,90,100
5,submission,fighting,80,80
5,counter,fighting,0,100
5,seismic-toss,fighting,0,100
5,strength,normal,80,100
5,dragon-rage,dragon,0,100
5,fire-spin,fire,35,85
5,dig,ground,80,100
5,toxic,poison,0,90
5,rage,normal,20,100
5,mimic,normal,0,0
5,double-team,normal,0,0
5,smokescreen,normal,0,100
5,defense-curl,normal,0,0
5,reflect,psychic,0,0
5,bide,normal,0,0
5,fire-blast,fire,110,85
5,swift,normal,60,0
5,skull-bash,normal,130,100
5,fury-swipes,normal,18,80
5,rest,psychic,0,0
5,rock-slide,rock,75,90
5,slash,normal,70,100
5,substitute,normal,0,0
5,snore,normal,50,100
5,curse,ghost,0,0
5,protect,normal,0,0
5,scary-face,normal,0,100
5,belly-drum,normal,0,0
5,mud-slap,ground,20,100
5,outrage,dragon,120,100
5,endure,normal,0,0
5,false-swipe,normal,40,100
5,swagger,normal,0,85
5,fury-cutter,bug,40,95
5,attract,normal,0,100
5,sleep-talk,normal,0,0
5,return,normal,0,100
5,frustration,normal,0,100
5,dynamic-punch,fighting,100,50
5,dragon-breath,dragon,60,100
5,iron-tail,steel,100,75
5,metal-claw,steel,50,95
5,hidden-power,normal,60,100
5,sunny-day,fire,0,0
5,crunch,dark,80,100
5,ancient-power,rock,60,100
5,rock-smash,fighting,40,100
5,beat-up,dark,0,100
5,heat-wave,fire,95,90
5,will-o-wisp,fire,0,85
5,facade,normal,70,100
5,focus-punch,fighting,150,100
5,helping-hand,normal,0,0
5,brick-break,fighting,75,100
5,secret-power,normal,70,100
5,weather-ball,normal,50,100
5,overheat,fire,130,90
5,rock-tomb,rock,60,95
5,aerial-ace,flying,60,0
5,dragon-claw,dragon,80,100
5,dragon-dance,dragon,0,0
5,natural-gift,normal,0,100
5,fling,dark,0,100
5,flare-blitz,fire,120,100
5,dragon-pulse,dragon,85,100
5,dragon-rush,dragon,100,75
5,focus-blast,fighting,120,70
5,shadow-claw,ghost,70,100
5,fire-fang,fire,65,95
5,captivate,normal,0,100
5,hone-claws,dark,0,0
5,flame-burst,fire,70,100
5,flame-charge,fire,50,100
5,round,normal,60,100
5,echoed-voice,normal,40,100
5,incinerate,fire,60,100
5,acrobatics,flying,55,100
5,inferno,fire,100,50
5,fire-pledge,fire,80,100
5,dragon-tail,dragon,60,90
5,work-up,normal,0,0
5,confide,normal,0,0
5,power-up-punch,fighting,40,100
5,breaking-swipe,dragon,60,100
5,tera-blast,normal,80,100
5,temper-flare,fire,75,100
6,mega-punch,normal,80,85
6,fire-punch,fire,75,100
6,thunder-punch,electric,75,100
6,scratch,normal,40,100
6,swords-dance,normal,0,0
6,cut,normal,50,95
6,wing-attack,flying,60,100
6,fly,flying,90,95
6,mega-kick,normal,120,75
6,headbutt,normal,70,100
6,body-slam,normal,85,100
6,take-down,normal,90,85
6,double-edge,normal,120,100
6,leer,normal,0,100
6,bite,dark,60,100
6,growl,normal,0,100
6,roar,normal,0,0
6,ember,fire,40,100
6,flamethrower,fire,90,100
6,hyper-beam,normal,150,90
6,submission,fighting,80,80
6,counter,fighting,0,100
6,seismic-toss,fighting,0,100
6,strength,normal,80,100
6,solar-beam,grass,120,100
6,dragon-rage,dragon,0,100
6,fire-spin,fire,35,85
6,earthquake,ground,100,100
6,fissure,ground,0,30
6,dig,ground,80,100
6,toxic,poison,0,90
6,rage,normal,20,100
6,mimic,normal,0,0
6,double-team,normal,0,0
6,smokescreen,normal,0,100
6,defense-curl,normal,0,0
6,reflect,psychic,0,0
6,bide,normal,0,0
6,fire-blast,fire,110,85
6,swift,normal,60,0
6,skull-bash,normal,130,100
6,fury-swipes,normal,18,80
6,rest,psychic,0,0
6,rock-slide,rock,75,90
6,slash,normal,70,100
6,substitute,normal,0,0
6,snore,normal,50,100
6,curse,ghost,0,0
6,protect,normal,0,0
6,scary-face,normal,0,100
6,belly-drum,normal,0,0
6,mud-slap,ground,20,100
6,outrage,dragon,120,100
6,sandstorm,rock,0,0
6,endure,normal,0,0
6,false-swipe,normal,40,100
6,swagger,normal,0,85
6,fury-cutter,bug,40,95
6,steel-wing,steel,70,90
6,attract,normal,0,100
6,sleep-talk,normal,0,0
6,return,normal,0,100
6,frustration,normal,0,100
6,dynamic-punch,fighting,100,50
6,dragon-breath,dragon,60,100
6,iron-tail,steel,100,75
6,metal-claw,steel,50,95
6,hidden-power,normal,60,100
6,twister,dragon,40,100
6,sunny-day,fire,0,0
6,crunch,dark,80,100
6,ancient-power,rock,60,100
6,rock-smash,fighting,40,100
6,beat-up,dark,0,100
6,heat-wave,fire,95,90
6,will-o-wisp,fire,0,85
6,facade,normal,70,100
6,focus-punch,fighting,150,100
6,helping-hand,normal,0,0
6,brick-break,fighting,75,100
6,secret-power,normal,70,100
6,blaze-kick,fire,85,90
6,blast-burn,fire,150,90
6,weather-ball,normal,50,100
6,air-cutter,flying,60,95
6,overheat,fire,130,90
6,rock-tomb,rock,60,95
6,aerial-ace,flying,60,0
6,dragon-claw,dragon,80,100
6,dragon-dance,dragon,0,0
6,roost,flying,0,0
6,natural-gift,normal,0,100
6,tailwind,flying,0,0
6,fling,dark,0,100
6,flare-blitz,fire,120,100
6,air-slash,flying,75,95
6,dragon-pulse,dragon,85,100
6,dragon-rush,dragon,100,75
6,focus-blast,fighting,120,70
6,giga-impact,normal,150,90
6,shadow-claw,ghost,70,100
6,fire-fang,fire,65,95
6,defog,flying,0,0
6,captivate,normal,0,100
6,ominous-wind,ghost,60,100
6,hone-claws,dark,0,0
6,flame-burst,fire,70,100
6,flame-charge,fire,50,100
6,round,normal,60,100
6,echoed-voice,normal,40,100
6,sky-drop,flying,60,100
6,incinerate,fire,60,100
6,acrobatics,flying,55,100
6,inferno,fire,100,50
6,fire-pledge,fire,80,100
6,bulldoze,ground,60,100
6,dragon-tail,dragon,60,90
6,work-up,normal,0,0
6,heat-crash,fire,0,100
6,hurricane,flying,110,70
6,confide,normal,0,0
6,mystical-fire,fire,75,100
6,power-up-punch,fighting,40,100
6,brutal-swing,dark,60,100
6,breaking-swipe,dragon,60,100
6,scale-shot,dragon,25,90
6,dual-wingbeat,flying,40,90
6,scorching-sands,ground,70,100
6,tera-blast,normal,80,100
6,dragon-cheer,dragon,0,0
6,temper-flare,fire,75,100
7,mega-punch,normal,80,85
7,ice-punch,ice,75,100
7,mega-kick,normal,120,75
7,headbutt,normal,70,100
7,tackle,normal,40,100
7,body-slam,normal,85,100
7,take-down,normal,90,85
7,double-edge,normal,120,100
7,tail-whip,normal,0,100
7,bite,dark,60,100
7,mist,ice,0,0
7,water-gun,water,40,100
7,hydro-pump,water,110,80
7,surf,water,90,100
7,ice-beam,ice,90,100
7,blizzard,ice,110,70
7,bubble-beam,water,65,100
7,submission,fighting,80,80
7,counter,fighting,0,100
7,seismic-toss,fighting,0,100
7,strength,normal,80,100
7,dig,ground,80,100
7,toxic,poison,0,90
7,confusion,psychic,50,100
7,rage,normal,20,100
7,mimic,normal,0,0
7,double-team,normal,0,0
7,withdraw,water,0,0
7,defense-curl,normal,0,0
7,haze,ice,0,0
7,reflect,psychic,0,0
7,bide,normal,0,0
7,waterfall,water,80,100
7,skull-bash,normal,130,100
7,bubble,water,40,100
7,rest,psychic,0,0
7,rock-slide,rock,75,90
7,substitute,normal,0,0
7,snore,normal,50,100
7,curse,ghost,0,0
7,flail,normal,0,100
7,protect,normal,0,0
7,mud-slap,ground,20,100
7,foresight,normal,0,0
7,icy-wind,ice,55,95
7,outrage,dragon,120,100
7,endure,normal,0,0
7,rollout,rock,30,90
7,false-swipe,normal,40,100
7,swagger,normal,0,85
7,attract,normal,0,100
7,sleep-talk,normal,0,0
7,return,normal,0,100
7,frustration,normal,0,100
7,dynamic-punch,fighting,100,50
7,rapid-spin,normal,50,100
7,iron-tail,steel,100,75
7,hidden-power,normal,60,100
7,rain-dance,water,0,0
7,mirror-coat,psychic,0,100
7,rock-smash,fighting,40,100
7,whirlpool,water,35,85
7,fake-out,normal,40,100
7,hail,ice,0,0
7,facade,normal,70,100
7,focus-punch,fighting,150,100
7,follow-me,normal,0,0
7,helping-hand,normal,0,0
7,brick-break,fighting,75,100
7,yawn,normal,0,0
7,refresh,normal,0,0
7,secret-power,normal,70,100
7,dive,water,80,100
7,mud-sport,ground,0,0
7,weather-ball,normal,50,100
7,rock-tomb,rock,60,95
7,water-spout,water,150,100
7,muddy-water,water,90,85
7,iron-defense,steel,0,0
7,mud-shot,ground,55,95
7,water-pulse,water,60,100
7,gyro-ball,steel,0,100
7,brine,water,65,100
7,natural-gift,normal,0,100
7,fling,dark,0,100
7,aqua-ring,water,0,0
7,aura-sphere,fighting,80,0
7,aqua-tail,water,90,90
7,dragon-pulse,dragon,85,100
7,zen-headbutt,psychic,80,90
7,captivate,normal,0,100
7,aqua-jet,water,40,100
7,round,normal,60,100
7,scald,water,80,100
7,shell-smash,normal,0,0
7,water-pledge,water,80,100
7,work-up,normal,0,0
7,confide,normal,0,0
7,power-up-punch,fighting,40,100
7,liquidation,water,85,100
7,life-dew,water,0,0
7,flip-turn,water,60,100
7,wave-crash,water,120,100
7,tera-blast,normal,80,100
7,ice-spinner,ice,80,100
7,chilling-water,water,50,100
8,mega-punch,normal,80,85
8,ice-punch,ice,75,100
8,mega-kick,normal,120,75
8,headbutt,normal,70,100
8,tackle,normal,40,100
8,body-slam,normal,85,100
8,take-down,normal,90,85
8,double-edge,normal,120,100
8,tail-whip,normal,0,100
8,bite,dark,60,100
8,mist,ice,0,0
8,water-gun,water,40,100
8,hydro-pump,water,110,80
8,surf,water,90,100
8,ice-beam,ice,90,100
8,blizzard,ice,110,70
8,bubble-beam,water,65,100
8,submission,fighting,80,80
8,counter,fighting,0,100
8,seismic-toss,fighting,0,100
8,strength,normal,80,100
8,dig,ground,80,100
8,toxic,poison,0,90
8,rage,normal,20,100
8,mimic,normal,0,0
8,double-team,normal,0,0
8,withdraw,water,0,0
8,defense-curl,normal,0,0
8,haze,ice,0,0
8,reflect,psychic,0,0
8,bide,normal,0,0
8,waterfall,water,80,100
8,skull-bash,normal,130,100
8,bubble,water,40,100
8,rest,psychic,0,0
8,rock-slide,rock,75,90
8,substitute,normal,0,0
8,snore,normal,50,100
8,curse,ghost,0,0
8,flail,normal,0,100
8,protect,normal,0,0
8,mud-slap,ground,20,100
8,icy-wind,ice,55,95
8,outrage,dragon,120,100
8,endure,normal,0,0
8,rollout,rock,30,90
8,false-swipe,normal,40,100
8,swagger,normal,0,85
8,attract,normal,0,100
8,sleep-talk,normal,0,0
8,return,normal,0,100
8,frustration,normal,0,100
8,dynamic-punch,fighting,100,50
8,rapid-spin,normal,50,100
8,iron-tail,steel,100,75
8,hidden-power,normal,60,100
8,rain-dance,water,0,0
8,mirror-coat,psychic,0,100
8,rock-smash,fighting,40,100
8,whirlpool,water,35,85
8,fake-out,normal,40,100
8,hail,ice,0,0
8,facade,normal,70,100
8,focus-punch,fighting,150,100
8,helping-hand,normal,0,0
8,brick-break,fighting,75,100
8,yawn,normal,0,0
8,secret-power,normal,70,100
8,dive,water,80,100
8,weather-ball,normal,50,100
8,rock-tomb,rock,60,95
8,water-spout,water,150,100
8,muddy-water,water,90,85
8,iron-defense,steel,0,0
8,mud-shot,ground,55,95
8,water-pulse,water,60,100
8,gyro-ball,steel,0,100
8,brine,water,65,100
8,natural-gift,normal,0,100
8,fling,dark,0,100
8,aqua-ring,water,0,0
8,aura-sphere,fighting,80,0
8,aqua-tail,water,90,90
8,dragon-pulse,dragon,85,100
8,zen-headbutt,psychic,80,90
8,captivate,normal,0,100
8,aqua-jet,water,40,100
8,round,normal,60,100
8,scald,water,80,100
8,shell-smash,normal,0,0
8,water-pledge,water,80,100
8,work-up,normal,0,0
8,confide,normal,0,0
8,power-up-punch,fighting,40,100
8,liquidation,water,85,100
8,life-dew,water,0,0
8,flip-turn,water,60,100
8,wave-crash,water,120,100
8,tera-blast,normal,80,100
8,ice-spinner,ice,80,100
8,chilling-water,water,50,100
9,mega-punch,normal,80,85
9,ice-punch,ice,75,100
9,mega-kick,normal,120,75
9,headbutt,normal,70,100
9,tackle,normal,40,100
9,body-slam,normal,85,100
9,take-down,normal,90,85
9,double-edge,normal,120,100
9,tail-whip,normal,0,100
9,bite,dark,60,100
9,roar,normal,0,0
9,mist,ice,0,0
9,water-gun,water,40,100
9,hydro-pump,water,110,80
9,surf,water,90,100
9,ice-beam,ice,90,100
9,blizzard,ice,110,70
9,bubble-beam,water,65,100
9,hyper-beam,normal,150,90
9,submission,fighting,80,80
9,counter,fighting,0,100
9,seismic-toss,fighting,0,100
9,strength,normal,80,100
9,earthquake,ground,100,100
9,fissure,ground,0,30
9,dig,ground,80,100
9,toxic,poison,0,90
9,rage,normal,20,100
9,mimic,normal,0,0
9,double-team,normal,0,0
9,withdraw,water,0,0
9,defense-curl,normal,0,0
9,haze,ice,0,0
9,reflect,psychic,0,0
9,bide,normal,0,0
9,waterfall,water,80,100
9,skull-bash,normal,130,100
9,bubble,water,40,100
9,rest,psychic,0,0
9,rock-slide,rock,75,90
9,substitute,normal,0,0
9,snore,normal,50,100
9,curse,ghost,0,0
9,flail,normal,0,100
9,protect,normal,0,0
9,scary-face,normal,0,100
9,mud-slap,ground,20,100
9,icy-wind,ice,55,95
9,outrage,dragon,120,100
9,endure,normal,0,0
9,rollout,rock,30,90
9,false-swipe,normal,40,100
9,swagger,normal,0,85
9,attract,normal,0,100
9,sleep-talk,normal,0,0
9,return,normal,0,100
9,frustration,normal,0,100
9,dynamic-punch,fighting,100,50
9,rapid-spin,normal,50,100
9,iron-tail,steel,100,75
9,hidden-power,normal,60,100
9,rain-dance,water,0,0
9,crunch,dark,80,100
9,mirror-coat,psychic,0,100
9,rock-smash,fighting,40,100
9,whirlpool,water,35,85
9,fake-out,normal,40,100
9,hail,ice,0,0
9,facade,normal,70,100
9,focus-punch,fighting,150,100
9,helping-hand,normal,0,0
9,brick-break,fighting,75,100
9,yawn,normal,0,0
9,secret-power,normal,70,100
9,dive,water,80,100
9,hydro-cannon,water,150,90
9,weather-ball,normal,50,100
9,rock-tomb,rock,60,95
9,water-spout,water,150,100
9,signal-beam,bug,75,100
9,muddy-water,water,90,85
9,iron-defense,steel,0,0
9,mud-shot,ground,55,95
9,water-pulse,water,60,100
9,gyro-ball,steel,0,100
9,brine,water,65,100
9,natural-gift,normal,0,100
9,fling,dark,0,100
9,aqua-ring,water,0,0
9,aura-sphere,fighting,80,0
9,dark-pulse,dark,80,100
9,aqua-tail,water,90,90
9,dragon-pulse,dragon,85,100
9,focus-blast,fighting,120,70
9,giga-impact,normal,150,90
9,avalanche,ice,60,100
9,zen-headbutt,psychic,80,90
9,flash-cannon,steel,80,100
9,rock-climb,normal,90,85
9,captivate,normal,0,100
9,aqua-jet,water,40,100
9,smack-down,rock,50,100
9,round,normal,60,100
9,scald,water,80,100
9,shell-smash,normal,0,0
9,water-pledge,water,80,100
9,bulldoze,ground,60,100
9,dragon-tail,dragon,60,90
9,work-up,normal,0,0
9,confide,normal,0,0
9,power-up-punch,fighting,40,100
9,liquidation,water,85,100
9,body-press,fighting,80,100
9,life-dew,water,0,0
9,terrain-pulse,normal,50,100
9,flip-turn,water,60,100
9,wave-crash,water,120,100
9,tera-blast,normal,80,100
9,ice-spinner,ice,80,100
9,chilling-water,water,50,100
10,tackle,normal,40,100
10,string-shot,bug,0,95
10,snore,normal,50,100
10,bug-bite,bug,60,100
10,electroweb,electric,55,95
11,string-shot,bug,0,95
11,harden,normal,0,0
11,iron-defense,steel,0,0
11,bug-bite,bug,60,100
11,electroweb,electric,55,95
12,razor-wind,normal,80,100
12,gust,flying,40,100
12,whirlwind,normal,0,0
12,headbutt,normal,70,100
12,tackle,normal,40,100
12,take-down,normal,90,85
12,double-edge,normal,120,100
12,supersonic,normal,0,55
12,psybeam,psychic,65,100
12,hyper-beam,normal,150,90
12,mega-drain,grass,40,100
12,solar-beam,grass,120,100
12,poison-powder,poison,0,75
12,stun-spore,grass,0,75
12,sleep-powder,grass,0,75
12,string-shot,bug,0,95
12,toxic,poison,0,90
12,confusion,psychic,50,100
12,psychic,psychic,90,100
12,rage,normal,20,100
12,teleport,psychic,0,0
12,mimic,normal,0,0
12,double-team,normal,0,0
12,harden,normal,0,0
12,reflect,psychic,0,0
12,bide,normal,0,0
12,swift,normal,60,0
12,dream-eater,psychic,100,100
12,flash,normal,0,100
12,psywave,psychic,0,100
12,rest,psychic,0,0
12,substitute,normal,0,0
12,thief,dark,60,100
12,nightmare,ghost,0,100
12,snore,normal,50,100
12,curse,ghost,0,0
12,protect,normal,0,0
12,giga-drain,grass,75,100
12,endure,normal,0,0
12,swagger,normal,0,85
12,attract,normal,0,100
12,sleep-talk,normal,0,0
12,return,normal,0,100
12,frustration,normal,0,100
12,safeguard,normal,0,0
12,baton-pass,normal,0,0
