pokemonID,statName,baseStat,effort,isBattleOnly
64,defense,30,0,False
64,special-attack,120,2,False
64,special-defense,70,0,False
64,speed,105,0,False
65,hp,55,0,False
65,attack,50,0,False
65,defense,45,0,False
65,special-attack,135,3,False
65,special-defense,95,0,False
65,speed,120,0,False
66,hp,70,0,False
66,attack,80,1,False
66,defense,50,0,False
66,special-attack,35,0,False
66,special-defense,35,0,False
66,speed,35,0,False
67,hp,80,0,False
67,attack,100,2,False
67,defense,70,0,False
67,special-attack,50,0,False
67,special-defense,60,0,False
67,speed,45,0,False
68,hp,90,0,False
68,attack,130,3,False
68,defense,80,0,False
68,special-attack,65,0,False
68,special-defense,85,0,False
68,speed,55,0,False
69,hp,50,0,False
69,attack,75,1,False
69,defense,35,0,False
69,special-attack,70,0,False
69,special-defense,30,0,False
69,speed,40,0,False
70,hp,65,0,False
70,attack,90,2,False
70,defense,50,0,False
70,special-attack,85,0,False
70,special-defense,45,0,False
70,speed,55,0,False
71,hp,80,0,False
71,attack,105,3,False
71,defense,65,0,False
71,special-attack,100,0,False
71,special-defense,70,0,False
71,speed,70,0,False
72,hp,40,0,False
72,attack,40,0,False
72,defense,35,0,False
72,special-attack,50,0,False
72,special-defense,100,1,False
72,speed,70,0,False
73,hp,80,0,False
73,attack,70,0,False
73,defense,65,0,False
73,special-attack,80,0,False
73,special-defense,120,2,False
73,speed,100,0,False
74,hp,40,0,False
74,attack,80,0,False
74,defense,100,1,False
74,special-attack,30,0,False
74,special-defense,30,0,False
74,speed,20,0,False
75,hp,55,0,False
75,attack,95,0,False
75,defense,115,2,False
75,special-attack,45,0,False
75,special-defense,45,0,False
75,speed,35,0,False
76,hp,80,0,False
76,attack,120,0,False
76,defense,130,3,False
76,special-attack,55,0,False
76,special-defense,65,0,False
76,speed,45,0,False
77,hp,50,0,False
77,attack,85,0,False
77,defense,55,0,False
77,special-attack,65,0,False
77,special-defense,65,0,False
77,speed,90,1,False
78,hp,65,0,False
78,attack,100,0,False
78,defense,70,0,False
78,special-attack,80,0,False
78,special-defense,80,0,False
78,speed,105,2,False
79,hp,90,1,False
79,attack,65,0,False
79,defense,65,0,False
79,special-attack,40,0,False
79,special-defense,40,0,False
79,speed,15,0,False
80,hp,95,0,False
80,attack,75,0,False
80,defense,110,2,False
80,special-attack,100,0,False
80,special-defense,80,0,False
80,speed,30,0,False
81,hp,25,0,False
81,attack,35,0,False
81,defense,70,0,False
81,special-attack,95,1,False
81,special-defense,55,0,False
81,speed,45,0,False
82,hp,50,0,False
82,attack,60,0,False
82,defense,95,0,False
82,special-attack,120,2,False
82,special-defense,70,0,False
82,speed,70,0,False
83,hp,52,0,False
83,attack,90,1,False
83,defense,55,0,False
83,special-attack,58,0,False
83,special-defense,62,0,False
83,speed,60,0,False
84,hp,35,0,False
84,attack,85,1,False
84,defense,45,0,False
84,special-attack,35,0,False
84,special-defense,35,0,False
84,speed,75,0,False
85,hp,60,0,False
85,attack,110,2,False
85,defense,70,0,False
85,special-attack,60,0,False
85,special-defense,60,0,False
85,speed,110,0,False
86,hp,65,0,False
86,attack,45,0,False
86,defense,55,0,False
86,special-attack,45,0,False
86,special-defense,70,1,False
86,speed,45,0,False
87,hp,90,0,False
87,attack,70,0,False
87,defense,80,0,False
87,special-attack,70,0,False
87,special-defense,95,2,False
87,speed,70,0,False
88,hp,80,1,False
88,attack,80,0,False
88,defense,50,0,False
88,special-attack,40,0,False
88,special-defense,50,0,False
88,speed,25,0,False
89,hp,105,1,False
89,attack,105,1,False
89,defense,75,0,False
89,special-attack,65,0,False
89,special-defense,100,0,False
89,speed,50,0,False
90,hp,30,0,False
90,attack,65,0,False
90,defense,100,1,False
90,special-attack,45,0,False
90,special-defense,25,0,False
90,speed,40,0,False
91,hp,50,0,False
91,attack,95,0,False
91,defense,180,2,False
91,special-attack,85,0,False
91,special-defense,45,0,False
91,speed,70,0,False
92,hp,30,0,False
92,attack,35,0,False
92,defense,30,0,False
92,special-attack,100,1,False
92,special-defense,35,0,False
92,speed,80,0,False
93,hp,45,0,False
93,attack,50,0,False
93,defense,45,0,False
93,special-attack,115,2,False
93,special-defense,55,0,False
93,speed,95,0,False
94,hp,60,0,False
94,attack,65,0,False
94,defense,60,0,False
94,special-attack,130,3,False
94,special-defense,75,0,False
94,speed,110,0,False
95,hp,35,0,False
95,attack,45,0,False
95,defense,160,1,False
95,special-attack,30,0,False
95,special-defense,45,0,False
95,speed,70,0,False
96,hp,60,0,False
96,attack,48,0,False
96,defense,45,0,False
96,special-attack,43,0,False
96,special-defense,90,1,False
96,speed,42,0,False
97,hp,85,0,False
97,attack,73,0,False
97,defense,70,0,False
97,special-attack,73,0,False
97,special-defense,115,2,False
97,speed,67,0,False
98,hp,30,0,False
98,attack,105,1,False
98,defense,90,0,False
98,special-attack,25,0,False
98,special-defense,25,0,False
98,speed,50,0,False
99,hp,55,0,False
99,attack,130,2,False
99,defense,115,0,False
99,special-attack,50,0,False
99,special-defense,50,0,False
99,speed,75,0,False
100,hp,40,0,False
100,attack,30,0,False
100,defense,50,0,False
100,special-attack,55,0,False
100,special-defense,55,0,False
100,speed,100,1,False
101,hp,60,0,False
101,attack,50,0,False
101,defense,70,0,False
101,special-attack,80,0,False
101,special-defense,80,0,False
101,speed,150,2,False
102,hp,60,0,False
102,attack,40,0,False
102,defense,80,1,False
102,special-attack,60,0,False
102,special-defense,45,0,False
102,speed,40,0,False
103,hp,95,0,False
103,attack,95,0,False
103,defense,85,0,False
103,special-attack,125,2,False
103,special-defense,75,0,False
103,speed,55,0,False
104,hp,50,0,False
104,attack,50,0,False
104,defense,95,1,False
104,special-attack,40,0,False
104,special-defense,50,0,False
104,speed,35,0,False
105,hp,60,0,False
105,attack,80,0,False
105,defense,110,2,False
105,special-attack,50,0,False
105,special-defense,80,0,False
105,speed,45,0,False
106,hp,50,0,False
106,attack,120,2,False
106,defense,53,0,False
106,special-attack,35,0,False
106,special-defense,110,0,False
106,speed,87,0,False
107,hp,50,0,False
107,attack,105,0,False
107,defense,79,0,False
107,special-attack,35,0,False
107,special-defense,110,2,False
107,speed,76,0,False
108,hp,90,2,False
108,attack,55,0,False
108,defense,75,0,False
108,special-attack,60,0,False
108,special-defense,75,0,False
108,speed,30,0,False
109,hp,40,0,False
109,attack,65,0,False
109,defense,95,1,False
109,special-attack,60,0,False
109,special-defense,45,0,False
109,speed,35,0,False
110,hp,65,0,False
110,attack,90,0,False
110,defense,120,2,False
110,special-attack,85,0,False
110,special-defense,70,0,False
110,speed,60,0,False
111,hp,80,0,False
111,attack,85,0,False
111,defense,95,1,False
111,special-attack,30,0,False
111,special-defense,30,0,False
111,speed,25,0,False
112,hp,105,0,False
112,attack,130,2,False
112,defense,120,0,False
112,special-attack,45,0,False
112,special-defense,45,0,False
112,speed,40,0,False
113,hp,250,2,False
113,attack,5,0,False
113,defense,5,0,False
113,special-attack,35,0,False
113,special-defense,105,0,False
113,speed,50,0,False
114,hp,65,0,False
114,attack,55,0,False
114,defense,115,1,False
114,special-attack,100,0,False
114,special-defense,40,0,False
114,speed,60,0,False
115,hp,105,2,False
115,attack,95,0,False
115,defense,80,0,False
115,special-attack,40,0,False
115,special-defense,80,0,False
115,speed,90,0,False
116,hp,30,0,False
116,attack,40,0,False
116,defense,70,0,False
116,special-attack,70,1,False
116,special-defense,25,0,False
116,speed,60,0,False
117,hp,55,0,False
117,attack,65,0,False
117,defense,95,1,False
117,special-attack,95,1,False
117,special-defense,45,0,False
117,speed,85,0,False
118,hp,45,0,False
118,attack,67,1,False
118,defense,60,0,False
118,special-attack,35,0,False
118,special-defense,50,0,False
118,speed,63,0,False
119,hp,80,0,False
119,attack,92,2,False
119,defense,65,0,False
119,special-attack,65,0,False
119,special-defense,80,0,False
119,speed,68,0,False
120,hp,30,0,False
120,attack,45,0,False
120,defense,55,0,False
120,special-attack,70,0,False
120,special-defense,55,0,False
120,speed,85,1,False
121,hp,60,0,False
121,attack,75,0,False
121,defense,85,0,False
121,special-attack,100,0,False
121,special-defense,85,0,False
121,speed,115,2,False
122,hp,40,0,False
122,attack,45,0,False
122,defense,65,0,False
122,special-attack,100,0,False
122,special-defense,120,2,False
122,speed,90,0,False
123,hp,70,0,False
123,attack,110,1,False
123,defense,80,0,False
123,special-attack,55,0,False
123,special-defense,80,0,False
123,speed,105,0,False
124,hp,65,0,False
124,attack,50,0,False
124,defense,35,0,False
124,special-attack,115,2,False
124,special-defense,95,0,False
124,speed,95,0,False
125,hp,65,0,False
125,attack,83,0,False
125,defense,57,0,False
125,special-attack,95,0,False
125,special-defense,85,0,False
125,speed,105,2,False
126,hp,65,0,False
126,attack,95,0,False
126,defense,57,0,False
126,special-attack,100,2,False
126,special-defense,85,0,False
126,speed,93,0,False
127,hp,65,0,False
127,attack,125,2,False
127,defense,100,0,False
127,special-attack,55,0,False
127,special-defense,70,0,False
127,speed,85,0,False
128,hp,75,0,False
128,attack,100,1,False
128,defense,95,0,False
128,special-attack,40,0,False
128,special-defense,70,0,False
128,speed,110,1,False
129,hp,20,0,False
129,attack,10,0,False
129,defense,55,0,False
129,special-attack,15,0,False
129,special-defense,20,0,False
129,speed,80,1,False
130,hp,95,0,False
130,attack,125,2,False
130,defense,79,0,False
130,special-attack,60,0,False
130,special-defense,100,0,False
130,speed,81,0,False
131,hp,130,2,False
131,attack,85,0,False
131,defense,80,0,False
131,special-attack,85,0,False
131,special-defense,95,0,False
131,speed,60,0,False
132,hp,48,1,False
132,attack,48,0,False
132,defense,48,0,False
132,special-attack,48,0,False
132,special-defense,48,0,False
132,speed,48,0,False
133,hp,55,0,False
133,attack,55,0,False
133,defense,50,0,False
133,special-attack,45,0,False
133,special-defense,65,1,False
133,speed,55,0,False
134,hp,130,2,False
134,attack,65,0,False
134,defense,60,0,False
134,special-attack,110,0,False
134,special-defense,95,0,False
134,speed,65,0,False
135,hp,65,0,False
135,attack,65,0,False
135,defense,60,0,False
135,special-attack,110,0,False
135,special-defense,95,0,False
135,speed,130,2,False
136,hp,65,0,False
136,attack,130,2,False
136,defense,60,0,False
136,special-attack,95,0,False
136,special-defense,110,0,False
136,speed,65,0,False
137,hp,65,0,False
137,attack,60,0,False
137,defense,70,0,False
137,special-attack,85,1,False
137,special-defense,75,0,False
137,speed,40,0,False
138,hp,35,0,False
138,attack,40,0,False
138,defense,100,1,False
138,special-attack,90,0,False
138,special-defense,55,0,False
138,speed,35,0,False
139,hp,70,0,False
139,attack,60,0,False
139,defense,125,2,False
139,special-attack,115,0,False
139,special-defense,70,0,False
139,speed,55,0,False
140,hp,30,0,False
140,attack,80,0,False
140,defense,90,1,False
140,special-attack,55,0,False
140,special-defense,45,0,False
140,speed,55,0,False
141,hp,60,0,False
141,attack,115,2,False
141,defense,105,0,False
141,special-attack,65,0,False
141,special-defense,70,0,False
141,speed,80,0,False
142,hp,80,0,False
142,attack,105,0,False
142,defense,65,0,False
142,special-attack,60,0,False
142,special-defense,75,0,False
142,speed,130,2,False
143,hp,160,2,False
143,attack,110,0,False
143,defense,65,0,False
143,special-attack,65,0,False
143,special-defense,110,0,False
143,speed,30,0,False
144,hp,90,0,False
144,attack,85,0,False
144,defense,100,0,False
144,special-attack,95,0,False
144,special-defense,125,3,False
144,speed,85,0,False
145,hp,90,0,False
145,attack,90,0,False
145,defense,85,0,False
145,special-attack,125,3,False
145,special-defense,90,0,False
145,speed,100,0,False
146,hp,90,0,False
146,attack,100,0,False
146,defense,90,0,False
146,special-attack,125,3,False
146,special-defense,85,0,False
146,speed,90,0,False
147,hp,41,0,False
147,attack,64,1,False
147,defense,45,0,False
147,special-attack,50,0,False
147,special-defense,50,0,False
147,speed,50,0,False
148,hp,61,0,False
148,attack,84,2,False
148,defense,65,0,False
148,special-attack,70,0,False
148,special-defense,70,0,False
148,speed,70,0,False
149,hp,91,0,False
149,attack,134,3,False
149,defense,95,0,False
149,special-attack,100,0,False
149,special-defense,100,0,False
149,speed,80,0,False
150,hp,106,0,False
150,attack,110,0,False
150,defense,90,0,False
150,special-attack,154,3,False
150,special-defense,90,0,False
150,speed,130,0,False
151,hp,100,3,False
151,attack,100,0,False
151,defense,100,0,False
151,special-attack,100,0,False
151,special-defense,100,0,False
151,speed,100,0,False
152,hp,45,0,False
152,attack,49,0,False
152,defense,65,0,False
152,special-attack,49,0,False
152,special-defense,65,1,False
152,speed,45,0,False
153,hp,60,0,False
153,attack,62,0,False
153,defense,80,1,False
153,special-attack,63,0,False
153,special-defense,80,1,False
153,speed,60,0,False
154,hp,80,0,False
154,attack,82,0,False
154,defense,100,1,False
154,special-attack,83,0,False
154,special-defense,100,2,False
154,speed,80,0,False
155,hp,39,0,False
155,attack,52,0,False
155,defense,43,0,False
155,special-attack,60,0,False
155,special-defense,50,0,False
155,speed,65,1,False
156,hp,58,0,False
156,attack,64,0,False
156,defense,58,0,False
156,special-attack,80,1,False
156,special-defense,65,0,False
156,speed,80,1,False
157,hp,78,0,False
157,attack,84,0,False
157,defense,78,0,False
157,special-attack,109,3,False
157,special-defense,85,0,False
157,speed,100,0,False
158,hp,50,0,False
158,attack,65,1,False
158,defense,64,0,False
158,special-attack,44,0,False
158,special-defense,48,0,False
158,speed,43,0,False
159,hp,65,0,False
159,attack,80,1,False
159,defense,80,1,False
159,special-attack,59,0,False
159,special-defense,63,0,False
159,speed,58,0,False
160,hp,85,0,False
160,attack,105,2,False
160,defense,100,1,False
160,special-attack,79,0,False
160,special-defense,83,0,False
160,speed,78,0,False
161,hp,35,0,False
161,attack,46,1,False
161,defense,34,0,False
161,special-attack,35,0,False
161,special-defense,45,0,False
161,speed,20,0,False
162,hp,85,0,False
162,attack,76,0,False
162,defense,64,0,False
162,special-attack,45,0,False
162,special-defense,55,0,False
162,speed,90,2,False
163,hp,60,1,False
163,attack,30,0,False
163,defense,30,0,False
163,special-attack,36,0,False
163,special-defense,56,0,False
163,speed,50,0,False
164,hp,100,2,False
164,attack,50,0,False
164,defense,50,0,False
164,special-attack,86,0,False
164,special-defense,96,0,False
164,speed,70,0,False
165,hp,40,0,False
165,attack,20,0,False
165,defense,30,0,False
165,special-attack,40,0,False
165,special-defense,80,1,False
165,speed,55,0,False
166,hp,55,0,False
166,attack,35,0,False
166,defense,50,0,False
166,special-attack,55,0,False
166,special-defense,110,2,False
166,speed,85,0,False
167,hp,40,0,False
167,attack,60,1,False
167,defense,40,0,False
167,special-attack,40,0,False
167,special-defense,40,0,False
167,speed,30,0,False
168,hp,70,0,False
168,attack,90,2,False
168,defense,70,0,False
168,special-attack,60,0,False
168,special-defense,70,0,False
168,speed,40,0,False
169,hp,85,0,False
169,attack,90,0,False
169,defense,80,0,False
169,special-attack,70,0,False
169,special-defense,80,0,False
169,speed,130,3,False
170,hp,75,1,False
170,attack,38,0,False
170,defense,38,0,False
170,special-attack,56,0,False
170,special-defense,56,0,False
170,speed,67,0,False
171,hp,125,2,False
171,attack,58,0,False
171,defense,58,0,False
171,special-attack,76,0,False
171,special-defense,76,0,False
171,speed,67,0,False
172,hp,20,0,False
172,attack,40,0,False
172,defense,15,0,False
172,special-attack,35,0,False
172,special-defense,35,0,False
172,speed,60,1,False
173,hp,50,0,False
173,attack,25,0,False
173,defense,28,0,False
173,special-attack,45,0,False
173,special-defense,55,1,False
173,speed,15,0,False
174,hp,90,1,False
174,attack,30,0,False
174,defense,15,0,False
174,special-attack,40,0,False
174,special-defense,20,0,False
174,speed,15,0,False
175,hp,35,0,False
175,attack,20,0,False
175,defense,65,0,False
175,special-attack,40,0,False
175,special-defense,65,1,False
175,speed,20,0,False
176,hp,55,0,False
176,attack,40,0,False
176,defense,85,0,False
176,special-attack,80,0,False
176,special-defense,105,2,False
176,speed,40,0,False
177,hp,40,0,False
177,attack,50,0,False
177,defense,45,0,False
177,special-attack,70,1,False
177,special-defense,45,0,False
177,speed,70,0,False
178,hp,65,0,False
178,attack,75,0,False
178,defense,70,0,False
178,special-attack,95,1,False
178,special-defense,70,0,False
178,speed,95,1,False
179,hp,55,0,False
179,attack,40,0,False
179,defense,40,0,False
179,special-attack,65,1,False
179,special-defense,45,0,False
179,speed,35,0,False
180,hp,70,0,False
180,attack,55,0,False
180,defense,55,0,False
180,special-attack,80,2,False
180,special-defense,60,0,False
180,speed,45,0,False
181,hp,90,0,False
181,attack,75,0,False
181,defense,85,0,False
181,special-attack,115,3,False
181,special-defense,90,0,False
181,speed,55,0,False
182,hp,75,0,False
182,attack,80,0,False
182,defense,95,0,False
182,special-attack,90,0,False
182,special-defense,100,3,False
182,speed,50,0,False
183,hp,70,2,False
183,attack,20,0,False
183,defense,50,0,False
183,special-attack,20,0,False
183,special-defense,50,0,False
183,speed,40,0,False
184,hp,100,3,False
184,attack,50,0,False
184,defense,80,0,False
184,special-attack,60,0,False
184,special-defense,80,0,False
184,speed,50,0,False
185,hp,70,0,False
185,attack,100,0,False
185,defense,115,2,False
185,special-attack,30,0,False
185,special-defense,65,0,False
185,speed,30,0,False
186,hp,90,0,False
186,attack,75,0,False
186,defense,75,0,False
186,special-attack,90,0,False
186,special-defense,100,3,False
186,speed,70,0,False
187,hp,35,0,False
187,attack,35,0,False
187,defense,40,0,False
187,special-attack,35,0,False
187,special-defense,55,1,False
187,speed,50,0,False
188,hp,55,0,False
188,attack,45,0,False
188,defense,50,0,False
188,special-attack,45,0,False
188,special-defense,65,0,False
188,speed,80,2,False
189,hp,75,0,False
189,attack,55,0,False
189,defense,70,0,False
189,special-attack,55,0,False
189,special-defense,95,0,False
189,speed,110,3,False
190,hp,55,0,False
190,attack,70,0,False
190,defense,55,0,False
190,special-attack,40,0,False
190,special-defense,55,0,False
190,speed,85,1,False
191,hp,30,0,False
191,attack,30,0,False
191,defense,30,0,False
191,special-attack,30,1,False
191,special-defense,30,0,False
191,speed,30,0,False
192,hp,75,0,False
192,attack,75,0,False
192,defense,55,0,False
192,special-attack,105,2,False
192,special-defense,85,0,False
192,speed,30,0,False
193,hp,65,0,False
193,attack,65,0,False
193,defense,45,0,False
193,special-attack,75,0,False
193,special-defense,45,0,False
193,speed,95,1,False
194,hp,55,1,False
194,attack,45,0,False
194,defense,45,0,False
194,special-attack,25,0,False
194,special-defense,25,0,False
194,speed,15,0,False
195,hp,95,2,False
195,attack,85,0,False
195,defense,85,0,False
195,special-attack,65,0,False
195,special-defense,65,0,False
195,speed,35,0,False
196,hp,65,0,False
196,attack,65,0,False
196,defense,60,0,False
196,special-attack,130,2,False
196,special-defense,95,0,False
196,speed,110,0,False
197,hp,95,0,False
197,attack,65,0,False
197,defense,110,0,False
197,special-attack,60,0,False
197,special-defense,130,2,False
197,speed,65,0,False
198,hp,60,0,False
198,attack,85,0,False
198,defense,42,0,False
198,special-attack,85,0,False
198,special-defense,42,0,False
198,speed,91,1,False
199,hp,95,0,False
199,attack,75,0,False
199,defense,80,0,False
199,special-attack,100,0,False
199,special-defense,110,2,False
199,speed,30,0,False
200,hp,60,0,False
