pokemonID,ability,isHidden
114,leaf-guard,False
114,regenerator,True
115,early-bird,False
115,scrappy,False
115,inner-focus,True
116,swift-swim,False
116,sniper,False
116,damp,True
117,poison-point,False
117,sniper,False
117,damp,True
118,swift-swim,False
118,water-veil,False
118,lightning-rod,True
119,swift-swim,False
119,water-veil,False
119,lightning-rod,True
120,illuminate,False
120,natural-cure,False
120,analytic,True
121,illuminate,False
121,natural-cure,False
121,analytic,True
122,soundproof,False
122,filter,False
122,technician,True
123,swarm,False
123,technician,False
123,steadfast,True
124,oblivious,False
124,forewarn,False
124,dry-skin,True
125,static,False
125,vital-spirit,True
126,flame-body,False
126,vital-spirit,True
127,hyper-cutter,False
127,mold-breaker,False
127,moxie,True
128,intimidate,False
128,anger-point,False
128,sheer-force,True
129,swift-swim,False
129,rattled,True
130,intimidate,False
130,moxie,True
131,water-absorb,False
131,shell-armor,False
131,hydration,True
132,limber,False
132,imposter,True
133,run-away,False
133,adaptability,False
133,anticipation,True
134,water-absorb,False
134,hydration,True
135,volt-absorb,False
135,quick-feet,True
136,flash-fire,False
136,guts,True
137,trace,False
137,download,False
137,analytic,True
138,swift-swim,False
138,shell-armor,False
138,weak-armor,True
139,swift-swim,False
139,shell-armor,False
139,weak-armor,True
140,swift-swim,False
140,battle-armor,False
140,weak-armor,True
141,swift-swim,False
141,battle-armor,False
141,weak-armor,True
142,rock-head,False
142,pressure,False
142,unnerve,True
143,immunity,False
143,thick-fat,False
143,gluttony,True
144,pressure,False
144,snow-cloak,True
145,pressure,False
145,static,True
146,pressure,False
146,flame-body,True
147,shed-skin,False
147,marvel-scale,True
148,shed-skin,False
148,marvel-scale,True
149,inner-focus,False
149,multiscale,True
150,pressure,False
150,unnerve,True
151,synchronize,False
152,overgrow,False
152,leaf-guard,True
153,overgrow,False
153,leaf-guard,True
154,overgrow,False
154,leaf-guard,True
155,blaze,False
155,flash-fire,True
156,blaze,False
156,flash-fire,True
157,blaze,False
157,flash-fire,True
158,torrent,False
158,sheer-force,True
159,torrent,False
159,sheer-force,True
160,torrent,False
160,sheer-force,True
161,run-away,False
161,keen-eye,False
161,frisk,True
162,run-away,False
162,keen-eye,False
162,frisk,True
163,insomnia,False
163,keen-eye,False
163,tinted-lens,True
164,insomnia,False
164,keen-eye,False
164,tinted-lens,True
165,swarm,False
165,early-bird,False
165,rattled,True
166,swarm,False
166,early-bird,False
166,iron-fist,True
167,swarm,False
167,insomnia,False
167,sniper,True
168,swarm,False
168,insomnia,False
168,sniper,True
169,inner-focus,False
169,infiltrator,True
170,volt-absorb,False
170,illuminate,False
170,water-absorb,True
171,volt-absorb,False
171,illuminate,False
171,water-absorb,True
172,static,False
172,lightning-rod,True
173,cute-charm,False
173,magic-guard,False
173,friend-guard,True
174,cute-charm,False
174,competitive,False
174,friend-guard,True
175,hustle,False
175,serene-grace,False
175,super-luck,True
176,hustle,False
176,serene-grace,False
176,super-luck,True
177,synchronize,False
177,early-bird,False
177,magic-bounce,True
178,synchronize,False
178,early-bird,False
178,magic-bounce,True
179,static,False
179,plus,True
180,static,False
180,plus,True
181,static,False
181,plus,True
182,chlorophyll,False
182,healer,True
183,thick-fat,False
183,huge-power,False
183,sap-sipper,True
184,thick-fat,False
184,huge-power,False
184,sap-sipper,True
185,sturdy,False
185,rock-head,False
185,rattled,True
186,water-absorb,False
186,damp,False
186,drizzle,True
187,chlorophyll,False
187,leaf-guard,False
187,infiltrator,True
188,chlorophyll,False
188,leaf-guard,False
188,infiltrator,True
189,chlorophyll,False
189,leaf-guard,False
189,infiltrator,True
190,run-away,False
190,pickup,False
190,skill-link,True
191,chlorophyll,False
191,solar-power,False
191,early-bird,True
192,chlorophyll,False
192,solar-power,False
192,early-bird,True
193,speed-boost,False
193,compound-eyes,False
193,frisk,True
194,damp,False
194,water-absorb,False
194,unaware,True
195,damp,False
195,water-absorb,False
195,unaware,True
196,synchronize,False
196,magic-bounce,True
197,synchronize,False
197,inner-focus,True
198,insomnia,False
198,super-luck,False
198,prankster,True
199,oblivious,False
199,own-tempo,False
199,regenerator,True
200,levitate,False
201,levitate,False
202,shadow-tag,False
202,telepathy,True
203,inner-focus,False
203,early-bird,False
203,sap-sipper,True
204,sturdy,False
204,overcoat,True
205,sturdy,False
205,overcoat,True
206,serene-grace,False
206,run-away,False
206,rattled,True
207,hyper-cutter,False
207,sand-veil,False
207,immunity,True
208,rock-head,False
208,sturdy,False
208,sheer-force,True
209,intimidate,False
209,run-away,False
209,rattled,True
210,intimidate,False
210,quick-feet,False
210,rattled,True
211,poison-point,False
211,swift-swim,False
211,intimidate,True
212,swarm,False
212,technician,False
212,light-metal,True
213,sturdy,False
213,gluttony,False
213,contrary,True
214,swarm,False
214,guts,False
214,moxie,True
215,inner-focus,False
215,keen-eye,False
215,pickpocket,True
216,pickup,False
216,quick-feet,False
216,honey-gather,True
217,guts,False
217,quick-feet,False
217,unnerve,True
218,magma-armor,False
218,flame-body,False
218,weak-armor,True
219,magma-armor,False
219,flame-body,False
219,weak-armor,True
220,oblivious,False
220,snow-cloak,False
220,thick-fat,True
221,oblivious,False
221,snow-cloak,False
221,thick-fat,True
222,hustle,False
222,natural-cure,False
222,regenerator,True
223,hustle,False
223,sniper,False
223,moody,True
224,suction-cups,False
224,sniper,False
224,moody,True
225,vital-spirit,False
225,hustle,False
225,insomnia,True
226,swift-swim,False
226,water-absorb,False
226,water-veil,True
227,keen-eye,False
227,sturdy,False
227,weak-armor,True
228,early-bird,False
228,flash-fire,False
228,unnerve,True
229,early-bird,False
229,flash-fire,False
229,unnerve,True
230,swift-swim,False
230,sniper,False
230,damp,True
231,pickup,False
231,sand-veil,True
232,sturdy,False
232,sand-veil,True
233,trace,False
233,download,False
233,analytic,True
234,intimidate,False
234,frisk,False
234,sap-sipper,True
235,own-tempo,False
235,technician,False
235,moody,True
236,guts,False
236,steadfast,False
236,vital-spirit,True
237,intimidate,False
237,technician,False
237,steadfast,True
238,oblivious,False
238,forewarn,False
238,hydration,True
239,static,False
239,vital-spirit,True
240,flame-body,False
240,vital-spirit,True
241,thick-fat,False
241,scrappy,False
241,sap-sipper,True
242,natural-cure,False
242,serene-grace,False
242,healer,True
243,pressure,False
243,inner-focus,True
244,pressure,False
244,inner-focus,True
245,pressure,False
245,inner-focus,True
246,guts,False
246,sand-veil,True
247,shed-skin,False
248,sand-stream,False
248,unnerve,True
249,pressure,False
249,multiscale,True
250,pressure,False
250,regenerator,True
251,natural-cure,False
252,overgrow,False
252,unburden,True
253,overgrow,False
253,unburden,True
254,overgrow,False
254,unburden,True
255,blaze,False
255,speed-boost,True
256,blaze,False
256,speed-boost,True
257,blaze,False
257,speed-boost,True
258,torrent,False
258,damp,True
259,torrent,False
259,damp,True
260,torrent,False
260,damp,True
261,run-away,False
261,quick-feet,False
261,rattled,True
262,intimidate,False
262,quick-feet,False
262,moxie,True
263,pickup,False
263,gluttony,False
263,quick-feet,True
264,pickup,False
264,gluttony,False
264,quick-feet,True
265,shield-dust,False
265,run-away,True
266,shed-skin,False
267,swarm,False
267,rivalry,True
268,shed-skin,False
269,shield-dust,False
269,compound-eyes,True
270,swift-swim,False
270,rain-dish,False
270,own-tempo,True
271,swift-swim,False
271,rain-dish,False
271,own-tempo,True
272,swift-swim,False
272,rain-dish,False
272,own-tempo,True
273,chlorophyll,False
273,early-bird,False
273,pickpocket,True
274,chlorophyll,False
274,early-bird,False
274,pickpocket,True
275,chlorophyll,False
275,wind-rider,False
275,pickpocket,True
276,guts,False
276,scrappy,True
277,guts,False
277,scrappy,True
278,keen-eye,False
278,hydration,False
278,rain-dish,True
279,keen-eye,False
279,drizzle,False
279,rain-dish,True
280,synchronize,False
280,trace,False
280,telepathy,True
281,synchronize,False
281,trace,False
281,telepathy,True
282,synchronize,False
282,trace,False
282,telepathy,True
283,swift-swim,False
283,rain-dish,True
284,intimidate,False
284,unnerve,True
285,effect-spore,False
285,poison-heal,False
285,quick-feet,True
286,effect-spore,False
286,poison-heal,False
286,technician,True
287,truant,False
288,vital-spirit,False
289,truant,False
290,compound-eyes,False
290,run-away,True
291,speed-boost,False
291,infiltrator,True
292,wonder-guard,False
293,soundproof,False
293,rattled,True
294,soundproof,False
294,scrappy,True
295,soundproof,False
295,scrappy,True
296,thick-fat,False
296,guts,False
296,sheer-force,True
297,thick-fat,False
297,guts,False
297,sheer-force,True
298,thick-fat,False
298,huge-power,False
298,sap-sipper,True
299,sturdy,False
299,magnet-pull,False
299,sand-force,True
300,cute-charm,False
300,normalize,False
300,wonder-skin,True
301,cute-charm,False
301,normalize,False
301,wonder-skin,True
302,keen-eye,False
302,stall,False
302,prankster,True
303,hyper-cutter,False
303,intimidate,False
303,sheer-force,True
304,sturdy,False
304,rock-head,False
304,heavy-metal,True
305,sturdy,False
305,rock-head,False
305,heavy-metal,True
306,sturdy,False
306,rock-head,False
306,heavy-metal,True
307,pure-power,False
307,telepathy,True
308,pure-power,False
308,telepathy,True
309,static,False
309,lightning-rod,False
309,minus,True
310,static,False
310,lightning-rod,False
310,minus,True
311,plus,False
311,lightning-rod,True
312,minus,False
312,volt-absorb,True
313,illuminate,False
313,swarm,False
313,prankster,True
314,oblivious,False
314,tinted-lens,False
314,prankster,True
315,natural-cure,False
315,poison-point,False
315,leaf-guard,True
316,liquid-ooze,False
316,sticky-hold,False
316,gluttony,True
317,liquid-ooze,False
317,sticky-hold,False
317,gluttony,True
318,rough-skin,False
318,speed-boost,True
319,rough-skin,False
319,speed-boost,True
320,water-veil,False
320,oblivious,False
320,pressure,True
321,water-veil,False
321,oblivious,False
321,pressure,True
322,oblivious,False
322,simple,False
322,own-tempo,True
323,magma-armor,False
323,solid-rock,False
323,anger-point,True
324,white-smoke,False
324,drought,False
324,shell-armor,True
325,thick-fat,False
325,own-tempo,False
325,gluttony,True
326,thick-fat,False
326,own-tempo,False
326,gluttony,True
327,own-tempo,False
327,tangled-feet,False
327,contrary,True
328,hyper-cutter,False
328,arena-trap,False
328,sheer-force,True
329,levitate,False
330,levitate,False
331,sand-veil,False
331,water-absorb,True
332,sand-veil,False
332,water-absorb,True
333,natural-cure,False
333,cloud-nine,True
334,natural-cure,False
334,cloud-nine,True
335,immunity,False
335,toxic-boost,True
336,shed-skin,False
336,infiltrator,True
337,levitate,False
338,levitate,False
339,oblivious,False
339,anticipation,False
339,hydration,True
340,oblivious,False
340,anticipation,False
340,hydration,True
341,hyper-cutter,False
341,shell-armor,False
341,adaptability,True
342,hyper-cutter,False
342,shell-armor,False
342,adaptability,True
343,levitate,False
344,levitate,False
345,suction-cups,False
345,storm-drain,True
346,suction-cups,False
346,storm-drain,True
347,battle-armor,False
347,swift-swim,True
348,battle-armor,False
348,swift-swim,True
349,swift-swim,False
349,oblivious,False
349,adaptability,True
350,marvel-scale,False
350,competitive,False
350,cute-charm,True
351,forecast,False
352,color-change,False
352,protean,True
353,insomnia,False
353,frisk,False
353,cursed-body,True
354,insomnia,False
354,frisk,False
354,cursed-body,True
355,levitate,False
355,frisk,True
356,pressure,False
356,frisk,True
357,chlorophyll,False
357,solar-power,False
357,harvest,True
358,levitate,False
359,pressure,False
359,super-luck,False
359,justified,True
360,shadow-tag,False
360,telepathy,True
361,inner-focus,False
361,ice-body,False
361,moody,True
362,inner-focus,False
362,ice-body,False
362,moody,True
363,thick-fat,False
363,ice-body,False
363,oblivious,True
364,thick-fat,False
364,ice-body,False
364,oblivious,True
365,thick-fat,False
365,ice-body,False
365,oblivious,True
366,shell-armor,False
366,rattled,True
367,swift-swim,False
367,water-veil,True
368,swift-swim,False
368,hydration,True
369,swift-swim,False
369,rock-head,False
369,sturdy,True
370,swift-swim,False
370,hydration,True
371,rock-head,False
371,sheer-force,True
372,rock-head,False
372,overcoat,True
373,intimidate,False
373,moxie,True
374,clear-body,False
374,light-metal,True
375,clear-body,False
375,light-metal,True
376,clear-body,False
376,light-metal,True
377,clear-body,False
377,sturdy,True
378,clear-body,False
378,ice-body,True
379,clear-body,False
379,light-metal,True
380,levitate,False
381,levitate,False
382,drizzle,False
383,drought,False
384,air-lock,False
385,serene-grace,False
386,pressure,False
387,overgrow,False
387,shell-armor,True
388,overgrow,False
388,shell-armor,True
389,overgrow,False
389,shell-armor,True
390,blaze,False
390,iron-fist,True
391,blaze,False
391,iron-fist,True
392,blaze,False
392,iron-fist,True
393,torrent,False
393,competitive,True
394,torrent,False
394,competitive,True
395,torrent,False
395,competitive,True
396,keen-eye,False
396,reckless,True
397,intimidate,False
397,reckless,True
398,intimidate,False
398,reckless,True
399,simple,False
399,unaware,False
399,moody,True
400,simple,False
400,unaware,False
400,moody,True
401,shed-skin,False
401,run-away,True
402,swarm,False
402,technician,True
403,rivalry,False
403,intimidate,False
403,guts,True
404,rivalry,False
404,intimidate,False
404,guts,True
405,rivalry,False
405,intimidate,False
405,guts,True
406,natural-cure,False
406,poison-point,False
406,leaf-guard,True
407,natural-cure,False
407,poison-point,False
407,technician,True
408,mold-breaker,False
408,sheer-force,True
409,mold-breaker,False
409,sheer-force,True
410,sturdy,False
410,soundproof,True
411,sturdy,False
411,soundproof,True
412,shed-skin,False
412,overcoat,True
413,anticipation,False
413,overcoat,True
414,swarm,False
414,tinted-lens,True
415,honey-gather,False
415,hustle,True
416,pressure,False
416,unnerve,True
417,run-away,False
417,pickup,False
417,volt-absorb,True
418,swift-swim,False
418,water-veil,True
419,swift-swim,False
419,water-veil,True
420,chlorophyll,False
421,flower-gift,False
422,sticky-hold,False
422,storm-drain,False
422,sand-force,True
423,sticky-hold,False
423,storm-drain,False
423,sand-force,True
424,technician,False
424,pickup,False
424,skill-link,True
425,aftermath,False
425,unburden,False
425,flare-boost,True
426,aftermath,False
426,unburden,False
426,flare-boost,True
427,run-away,False
427,klutz,False
427,limber,True
428,cute-charm,False
428,klutz,False
428,limber,True
429,levitate,False
430,insomnia,False
430,super-luck,False
430,moxie,True
431,limber,False
431,own-tempo,False
431,keen-eye,True
432,thick-fat,False
432,own-tempo,False
432,defiant,True
433,levitate,False
434,stench,False
434,aftermath,False
434,keen-eye,True
435,stench,False
435,aftermath,False
435,keen-eye,True
436,levitate,False
436,heatproof,False
436,heavy-metal,True
437,levitate,False
437,heatproof,False
437,heavy-metal,True
438,sturdy,False
438,rock-head,False
438,rattled,True
439,soundproof,False
439,filter,False
439,technician,True
440,natural-cure,False
440,serene-grace,False
440,friend-guard,True
441,keen-eye,False
441,tangled-feet,False
441,big-pecks,True
442,pressure,False
442,infiltrator,True
443,sand-veil,False
443,rough-skin,True
444,sand-veil,False
444,rough-skin,True
445,sand-veil,False
445,rough-skin,True
446,pickup,False
446,thick-fat,False
446,gluttony,True
447,steadfast,False
447,inner-focus,False
447,prankster,True
448,steadfast,False
448,inner-focus,False
448,justified,True
449,sand-stream,False
449,sand-force,True
450,sand-stream,False
450,sand-force,True
451,battle-armor,False
451,sniper,False
451,keen-eye,True
452,battle-armor,False
452,sniper,False
452,keen-eye,True
453,anticipation,False
453,dry-skin,False
453,poison-touch,True
454,anticipation,False
454,dry-skin,False
454,poison-touch,True
455,levitate,False
456,swift-swim,False
456,storm-drain,False
456,water-veil,True
457,swift-swim,False
457,storm-drain,False
457,water-veil,True
458,swift-swim,False
458,water-absorb,False
458,water-veil,True
459,snow-warning,False
459,soundproof,True
460,snow-warning,False
460,soundproof,True
461,pressure,False
461,pickpocket,True
462,magnet-pull,False
462,sturdy,False
462,analytic,True
463,own-tempo,False
463,oblivious,False
463,cloud-nine,True
464,lightning-rod,False
464,solid-rock,False
464,reckless,True
465,chlorophyll,False
465,leaf-guard,False
465,regenerator,True
466,motor-drive,False
466,vital-spirit,True
467,flame-body,False
467,vital-spirit,True
468,hustle,False
468,serene-grace,False
468,super-luck,True
469,speed-boost,False
469,tinted-lens,False
469,frisk,True
470,leaf-guard,False
470,chlorophyll,True
471,snow-cloak,False
471,ice-body,True
472,hyper-cutter,False
472,sand-veil,False
472,poison-heal,True
473,oblivious,False
473,snow-cloak,False
473,thick-fat,True
474,adaptability,False
474,download,False
474,analytic,True
475,steadfast,False
475,sharpness,False
475,justified,True
476,sturdy,False
476,magnet-pull,False
476,sand-force,True
477,pressure,False
477,frisk,True
478,snow-cloak,False
478,cursed-body,True
479,levitate,False
480,levitate,False
481,levitate,False
482,levitate,False
483,pressure,False
483,telepathy,True
484,pressure,False
484,telepathy,True
485,flash-fire,False
485,flame-body,True
486,slow-start,False
487,pressure,False
487,telepathy,True
488,levitate,False
489,hydration,False
490,hydration,False
491,bad-dreams,False
492,natural-cure,False
493,multitype,False
494,victory-star,False
495,overgrow,False
495,contrary,True
496,overgrow,False
496,contrary,True
497,overgrow,False
497,contrary,True
498,blaze,False
498,thick-fat,True
499,blaze,False
499,thick-fat,True
500,blaze,False
500,reckless,True
501,torrent,False
501,shell-armor,True
502,torrent,False
502,shell-armor,True
503,torrent,False
503,shell-armor,True
504,run-away,False
504,keen-eye,False
504,analytic,True
505,illuminate,False
505,keen-eye,False
505,analytic,True
506,vital-spirit,False
506,pickup,False
506,run-away,True
507,intimidate,False
507,sand-rush,False
507,scrappy,True
508,intimidate,False
508,sand-rush,False
508,scrappy,True
509,limber,False
509,unburden,False
509,prankster,True
510,limber,False
510,unburden,False
510,prankster,True
511,gluttony,False
511,overgrow,True
512,gluttony,False
512,overgrow,True
513,gluttony,False
513,blaze,True
514,gluttony,False
514,blaze,True
515,gluttony,False
515,torrent,True
516,gluttony,False
516,torrent,True
517,forewarn,False
517,synchronize,False
517,telepathy,True
518,forewarn,False
518,synchronize,False
518,telepathy,True
519,big-pecks,False
519,super-luck,False
519,rivalry,True
520,big-pecks,False
520,super-luck,False
520,rivalry,True
521,big-pecks,False
521,super-luck,False
521,rivalry,True
522,lightning-rod,False
522,motor-drive,False
522,sap-sipper,True
523,lightning-rod,False
523,motor-drive,False
523,sap-sipper,True
524,sturdy,False
524,weak-armor,False
524,sand-force,True
525,sturdy,False
525,weak-armor,False
525,sand-force,True
526,sturdy,False
526,sand-stream,False
526,sand-force,True
527,unaware,False
527,klutz,False
527,simple,True
528,unaware,False
528,klutz,False
528,simple,True
529,sand-rush,False
529,sand-force,False
529,mold-breaker,True
530,sand-rush,False
530,sand-force,False
530,mold-breaker,True
531,healer,False
531,regenerator,False
531,klutz,True
532,guts,False
532,sheer-force,False
532,iron-fist,True
533,guts,False
533,sheer-force,False
533,iron-fist,True
534,guts,False
534,sheer-force,False
534,iron-fist,True
535,swift-swim,False
535,hydration,False
535,water-absorb,True
536,swift-swim,False
536,hydration,False
536,water-absorb,True
537,swift-swim,False
537,poison-touch,False
537,water-absorb,True
538,guts,False
538,inner-focus,False
538,mold-breaker,True
539,sturdy,False
539,inner-focus,False
539,mold-breaker,True
540,swarm,False
540,chlorophyll,False
540,overcoat,True
541,leaf-guard,False
541,chlorophyll,False
541,overcoat,True
542,swarm,False
542,chlorophyll,False
542,overcoat,True
543,poison-point,False
543,swarm,False
543,speed-boost,True
544,poison-point,False
544,swarm,False
544,speed-boost,True
545,poison-point,False
545,swarm,False
545,speed-boost,True
546,prankster,False
546,infiltrator,False
546,chlorophyll,True
547,prankster,False
547,infiltrator,False
547,chlorophyll,True
548,chlorophyll,False
548,own-tempo,False
548,leaf-guard,True
549,chlorophyll,False
549,own-tempo,False
549,leaf-guard,True
550,reckless,False
550,adaptability,False
550,mold-breaker,True
551,intimidate,False
551,moxie,False
551,anger-point,True
552,intimidate,False
552,moxie,False
552,anger-point,True
553,intimidate,False
553,moxie,False
553,anger-point,True
554,hustle,False
554,inner-focus,True
555,sheer-force,False
555,zen-mode,True
556,water-absorb,False
556,chlorophyll,False
556,storm-drain,True
557,sturdy,False
557,shell-armor,False
557,weak-armor,True
558,sturdy,False
558,shell-armor,False
558,weak-armor,True
559,shed-skin,False
559,moxie,False
559,intimidate,True
560,shed-skin,False
560,moxie,False
560,intimidate,True
561,wonder-skin,False
561,magic-guard,False
561,tinted-lens,True
562,mummy,False
563,mummy,False
564,solid-rock,False
564,sturdy,False
564,swift-swim,True
565,solid-rock,False
565,sturdy,False
565,swift-swim,True
566,defeatist,False
567,defeatist,False
568,stench,False
568,sticky-hold,False
568,aftermath,True
569,stench,False
569,weak-armor,False
569,aftermath,True
570,illusion,False
571,illusion,False
572,cute-charm,False
572,technician,False
572,skill-link,True
573,cute-charm,False
573,technician,False
573,skill-link,True
574,frisk,False
574,competitive,False
574,shadow-tag,True
575,frisk,False
575,competitive,False
575,shadow-tag,True
576,frisk,False
576,competitive,False
576,shadow-tag,True
577,overcoat,False
577,magic-guard,False
577,regenerator,True
578,overcoat,False
578,magic-guard,False
578,regenerator,True
579,overcoat,False
579,magic-guard,False
579,regenerator,True
580,keen-eye,False
580,big-pecks,False
580,hydration,True
581,keen-eye,False
581,big-pecks,False
581,hydration,True
582,ice-body,False
582,snow-cloak,False
582,weak-armor,True
583,ice-body,False
583,snow-cloak,False
583,weak-armor,True
584,ice-body,False
584,snow-warning,False
584,weak-armor,True
585,chlorophyll,False
585,sap-sipper,False
585,serene-grace,True
586,chlorophyll,False
586,sap-sipper,False
586,serene-grace,True
587,static,False
587,motor-drive,True
588,swarm,False
588,shed-skin,False
588,no-guard,True
589,swarm,False
589,shell-armor,False
589,overcoat,True
590,effect-spore,False
590,regenerator,True
591,effect-spore,False
591,regenerator,True
592,water-absorb,False
592,cursed-body,False
592,damp,True
593,water-absorb,False
593,cursed-body,False
593,damp,True
594,healer,False
594,hydration,False
594,regenerator,True
595,compound-eyes,False
595,unnerve,False
595,swarm,True
596,compound-eyes,False
596,unnerve,False
596,swarm,True
597,iron-barbs,False
598,iron-barbs,False
598,anticipation,True
599,plus,False
599,minus,False
599,clear-body,True
600,plus,False
600,minus,False
600,clear-body,True
601,plus,False
601,minus,False
601,clear-body,True
602,levitate,False
603,levitate,False
604,levitate,False
605,telepathy,False
605,synchronize,False
605,analytic,True
606,telepathy,False
606,synchronize,False
606,analytic,True
607,flash-fire,False
607,flame-body,False
607,infiltrator,True
608,flash-fire,False
608,flame-body,False
608,infiltrator,True
609,flash-fire,False
609,flame-body,False
609,infiltrator,True
610,rivalry,False
610,mold-breaker,False
610,unnerve,True
611,rivalry,False
611,mold-breaker,False
611,unnerve,True
612,rivalry,False
612,mold-breaker,False
